"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","salary","Status"
"5201",0.09,0.94,6,257,4,0,0,"0","left"
"5203",0.82,0.98,4,233,5,0,0,"0","left"
"5204",0.28,0.45,6,218,4,0,0,"0","left"
"5205",0.84,0.99,4,262,6,0,0,"1","left"
"5207",0.45,0.54,2,142,3,0,0,"1","left"
"5210",0.82,1,4,229,6,0,0,"1","left"
"5211",0.11,0.9,6,264,4,0,0,"1","left"
"5212",0.42,0.53,3,199,4,0,0,"1","left"
"5213",0.82,0.85,4,223,5,0,0,"1","left"
"5214",0.09,0.96,6,268,4,0,0,"1","left"
"5216",0.86,1,5,257,5,0,0,"1","left"
"5217",0.4,0.46,2,143,3,0,0,"2","left"
"5218",0.45,0.46,2,130,3,0,0,"0","left"
"5219",0.42,0.51,2,136,3,0,0,"1","left"
"5220",0.74,0.92,4,261,5,0,0,"1","left"
"5221",0.55,0.6,3,180,4,0,0,"1","left"
"5222",0.37,0.45,2,126,3,0,0,"1","left"
"5224",0.89,0.65,5,195,6,0,0,"0","left"
"5225",0.41,0.57,2,160,3,0,0,"0","left"
"5226",0.44,0.51,2,150,3,0,0,"0","left"
"5228",0.1,0.84,6,309,4,0,0,"0","left"
"5229",0.41,0.47,2,135,3,0,0,"0","left"
"5230",0.11,0.85,6,261,4,0,0,"0","left"
"5233",0.41,0.52,2,136,3,0,0,"0","left"
"5234",0.41,0.48,2,139,3,0,0,"0","left"
"5235",0.36,0.78,2,151,4,0,0,"0","left"
"5237",0.81,0.98,5,245,5,0,0,"0","left"
"5238",0.39,0.54,2,127,3,0,0,"0","left"
"5239",0.09,0.94,6,283,5,0,0,"0","left"
"5240",0.44,0.46,2,143,3,0,0,"0","left"
"5241",0.1,0.84,5,298,4,0,0,"0","left"
"5242",0.36,0.48,2,159,3,0,0,"0","left"
"5243",0.81,0.92,5,239,5,0,0,"0","left"
"5244",0.81,0.9,4,226,5,0,0,"1","left"
"5245",0.85,0.98,5,248,5,0,0,"1","left"
"5246",0.1,0.87,6,286,4,0,0,"1","left"
"5247",0.37,0.54,2,145,3,0,0,"1","left"
"5248",0.09,0.97,7,254,4,1,0,"1","left"
"5249",0.44,0.53,2,127,3,0,0,"1","left"
"5250",0.86,0.93,5,223,5,0,0,"1","left"
"5251",0.77,1,4,255,5,0,0,"1","left"
"5255",0.43,0.5,2,137,3,0,0,"1","left"
"5256",0.8,0.53,3,255,5,0,0,"2","left"
"5257",0.8,0.85,4,273,5,0,0,"0","left"
"5258",0.82,0.98,5,234,5,0,0,"1","left"
"5259",0.37,0.54,2,152,3,0,0,"1","left"
"5261",0.09,0.95,6,292,4,0,0,"1","left"
"5262",0.9,0.92,5,245,5,0,0,"0","left"
"5263",0.41,0.52,2,159,3,0,0,"0","left"
"5265",0.44,0.53,2,149,3,0,0,"0","left"
"5266",0.89,0.85,5,266,5,0,0,"0","left"
"5267",0.42,0.56,2,149,3,0,0,"0","left"
"5268",0.87,1,5,242,5,0,0,"0","left"
"5269",0.45,0.57,2,134,3,0,0,"0","left"
"5270",0.11,0.87,5,271,4,0,0,"0","left"
"5271",0.09,0.79,6,275,4,0,0,"0","left"
"5272",0.76,0.83,5,227,5,0,0,"0","left"
"5273",0.11,0.96,7,277,5,0,0,"0","left"
"5275",0.1,0.79,6,274,4,0,0,"0","left"
"5276",0.77,0.87,4,242,6,0,0,"0","left"
"5277",0.42,0.54,2,143,3,1,0,"0","left"
"5278",0.38,0.52,2,145,3,0,0,"0","left"
"5279",0.32,0.95,5,172,2,0,0,"0","left"
"5280",0.38,0.49,2,135,3,0,0,"0","left"
"5281",0.19,1,4,192,4,0,0,"0","left"
"5282",0.1,0.83,7,276,4,0,0,"0","left"
"5283",0.76,0.88,4,206,4,0,0,"1","left"
"5284",0.53,0.56,4,281,6,0,0,"1","left"
"5286",0.11,0.83,6,244,4,0,0,"1","left"
"5287",0.1,0.94,6,309,4,0,0,"1","left"
"5288",0.84,1,5,218,5,0,0,"1","left"
"5289",0.82,0.99,4,263,6,0,0,"1","left"
"5290",0.1,0.82,6,244,4,0,0,"1","left"
"5291",0.59,0.49,7,263,4,0,0,"1","left"
"5292",0.44,0.48,2,143,3,0,0,"1","left"
"5293",0.89,0.95,2,181,5,0,0,"1","left"
"5294",0.91,0.84,5,265,5,0,0,"1","left"
"5295",0.66,0.57,5,161,5,0,0,"2","left"
"5296",0.11,0.87,7,282,5,0,0,"0","left"
"5298",0.78,0.83,4,217,6,0,0,"1","left"
"5300",0.83,0.98,4,259,5,0,0,"1","left"
"5301",0.39,0.54,2,158,3,0,0,"0","left"
"5302",0.38,0.55,2,158,3,0,0,"0","left"
"5303",0.37,0.57,2,155,3,0,0,"0","left"
"5304",0.44,0.48,2,146,3,0,0,"0","left"
"5305",0.53,0.85,2,164,5,0,0,"0","left"
"5306",0.09,0.96,6,259,4,0,0,"0","left"
"5307",0.11,0.89,6,293,4,0,0,"0","left"
"5308",0.83,0.96,5,275,5,0,0,"0","left"
"5309",0.88,1,5,219,6,1,0,"0","left"
"5310",0.1,0.89,6,247,4,0,0,"0","left"
"5311",0.09,0.86,7,309,4,0,0,"0","left"
"5312",0.44,0.54,2,151,3,0,0,"0","left"
"5314",0.87,0.94,4,274,5,0,0,"0","left"
"5315",0.74,0.99,4,233,5,0,0,"0","left"
"5317",0.74,0.82,4,239,6,0,0,"0","left"
"5318",0.75,0.99,5,221,5,0,0,"0","left"
"5319",0.41,0.56,2,150,3,0,0,"0","left"
"5320",0.41,0.45,2,144,3,1,0,"0","left"
"5322",0.09,0.8,6,301,5,0,0,"1","left"
"5323",0.39,0.57,2,145,3,0,0,"1","left"
"5324",0.4,0.56,2,137,3,0,0,"1","left"
"5325",0.37,0.54,2,131,3,1,0,"1","left"
"5326",0.1,0.84,6,246,4,0,0,"1","left"
"5327",0.43,0.51,2,136,3,0,0,"1","left"
"5328",0.75,0.85,5,240,6,1,0,"1","left"
"5329",0.37,0.56,2,156,3,0,0,"1","left"
"5331",0.45,0.45,2,154,3,1,0,"1","left"
"5332",0.87,1,5,261,5,1,0,"1","left"
"5334",0.45,0.54,2,129,3,0,0,"2","left"
"5335",0.81,0.87,4,254,5,0,0,"0","left"
"5336",0.77,0.91,5,236,5,0,0,"1","left"
"5337",0.89,0.92,5,237,5,0,0,"1","left"
"5340",0.37,0.47,2,149,3,0,0,"0","left"
"5341",0.37,0.5,2,141,3,0,0,"0","left"
"5342",0.85,0.82,4,270,5,0,0,"0","left"
"5343",0.41,0.47,2,138,3,0,0,"0","left"
"5345",0.75,0.99,5,254,5,0,0,"0","left"
"5346",0.82,0.85,5,248,5,0,0,"0","left"
"5347",0.79,1,5,257,6,0,0,"0","left"
"5348",0.43,0.53,2,150,3,0,0,"0","left"
"5349",0.1,0.9,7,281,4,0,0,"0","left"
"5351",0.43,0.57,2,157,3,0,0,"0","left"
"5352",0.43,0.55,2,136,3,0,0,"0","left"
"5353",0.11,0.8,7,296,4,0,0,"0","left"
"5354",0.09,0.86,6,279,4,0,0,"0","left"
"5355",0.37,0.53,2,131,3,0,0,"0","left"
"5357",0.1,0.77,7,291,4,0,0,"0","left"
"5358",0.41,0.53,2,157,3,0,0,"0","left"
"5360",0.11,0.79,7,310,4,0,0,"0","left"
"5361",0.1,0.97,6,282,4,0,0,"1","left"
"5362",0.44,0.51,2,134,3,0,0,"1","left"
"5363",0.25,0.46,4,214,4,0,0,"1","left"
"5364",0.44,0.52,2,137,3,0,0,"1","left"
"5366",0.75,0.97,5,243,6,0,0,"1","left"
"5367",0.36,0.47,2,148,3,0,0,"1","left"
"5368",0.37,0.49,2,151,3,0,0,"1","left"
"5369",0.39,0.49,2,129,3,0,0,"1","left"
"5371",0.57,0.72,4,275,6,0,0,"1","left"
"5372",0.9,0.96,5,243,5,0,0,"1","left"
"5374",0.44,0.51,2,145,3,0,0,"0","left"
"5375",0.81,0.88,5,242,5,0,0,"1","left"
"5377",0.44,0.56,2,145,3,0,0,"1","left"
"5378",0.41,0.56,2,154,3,0,1,"1","left"
"5379",0.4,0.51,2,139,3,0,0,"0","left"
"5380",0.46,0.57,2,152,3,0,0,"0","left"
"5383",0.39,0.54,2,155,3,0,0,"0","left"
"5385",0.66,0.67,2,255,3,0,0,"0","left"
"5386",0.1,0.8,6,264,4,0,0,"0","left"
"5387",0.37,0.54,2,132,3,0,0,"0","left"
"5388",0.1,0.77,6,255,4,0,0,"0","left"
"5389",0.09,0.87,5,263,4,0,0,"0","left"
"5392",0.37,0.46,2,157,3,0,0,"0","left"
"5393",0.11,0.92,7,307,4,0,0,"0","left"
"5394",0.77,0.98,5,259,6,0,0,"0","left"
"5395",0.84,0.94,5,222,6,0,0,"0","left"
"5396",0.1,0.84,7,250,4,0,0,"0","left"
"5397",0.83,0.9,5,245,5,0,0,"0","left"
"5398",0.11,0.79,6,292,4,0,0,"0","left"
"5399",0.86,0.92,5,252,5,0,0,"0","left"
"5401",0.11,0.88,5,250,4,0,0,"1","left"
"5402",0.45,0.49,2,134,3,0,0,"1","left"
"5405",0.39,0.53,2,127,3,0,0,"1","left"
"5406",0.37,0.47,2,138,3,1,0,"1","left"
"5407",0.81,0.97,5,243,5,0,0,"1","left"
"5408",0.09,0.9,7,296,4,0,0,"1","left"
"5409",0.1,0.88,7,267,4,0,0,"1","left"
"5410",0.39,0.49,2,144,3,0,0,"1","left"
"5411",0.83,0.95,4,251,5,0,0,"1","left"
"5412",0.45,0.57,2,148,3,0,0,"2","left"
"5413",0.43,0.51,2,141,3,0,0,"0","left"
"5414",0.8,0.75,3,268,2,0,0,"1","left"
"5415",0.1,0.86,6,247,4,0,0,"1","left"
"5416",0.1,0.55,2,247,4,0,0,"1","left"
"5417",0.36,0.52,2,146,3,0,0,"1","left"
"5419",0.78,0.98,5,263,6,0,0,"0","left"
"5420",0.44,0.49,2,145,3,0,0,"0","left"
"5421",0.41,0.46,2,156,3,1,0,"0","left"
"5422",0.72,0.85,5,244,6,0,0,"0","left"
"5423",0.46,0.54,2,144,3,0,0,"0","left"
"5424",0.1,0.9,7,286,4,0,0,"0","left"
"5427",0.38,0.56,2,154,3,0,0,"0","left"
"5428",0.82,0.92,5,225,5,0,0,"0","left"
"5430",0.44,0.53,2,140,3,0,0,"0","left"
"5431",0.43,0.52,2,147,3,0,0,"0","left"
"5432",0.84,0.83,4,227,5,0,0,"0","left"
"5433",0.43,0.48,2,153,3,0,0,"0","left"
"5434",0.37,0.52,2,128,3,0,0,"0","left"
"5435",0.74,0.97,4,228,5,0,0,"0","left"
"5436",0.73,0.97,5,235,5,0,0,"0","left"
"5437",0.37,0.47,2,148,3,0,0,"0","left"
"5438",0.58,0.62,4,238,3,0,0,"0","left"
"5439",0.4,0.54,2,141,3,0,0,"1","left"
"5440",0.51,0.83,5,249,4,0,0,"1","left"
"5441",0.46,0.5,2,151,3,0,0,"1","left"
"5442",0.45,0.54,2,129,3,0,0,"1","left"
"5443",0.46,0.5,2,156,3,0,0,"1","left"
"5444",0.39,0.45,2,134,3,0,0,"1","left"
"5445",0.09,0.88,6,269,4,0,0,"1","left"
"5447",0.37,0.51,2,132,3,0,0,"1","left"
"5450",0.79,0.86,5,235,5,0,0,"1","left"
"5451",0.43,0.55,2,130,3,0,0,"2","left"
"5452",0.38,0.53,2,146,3,0,0,"0","left"
"5453",0.77,0.91,5,221,6,0,0,"1","left"
"5455",0.39,0.46,2,136,3,0,0,"1","left"
"5459",0.75,0.85,5,267,5,0,0,"0","left"
"5460",0.46,0.62,6,213,3,0,0,"0","left"
"5461",0.91,0.97,4,274,6,0,0,"0","left"
"5463",0.72,0.6,3,153,5,0,0,"0","left"
"5464",0.11,0.95,6,245,4,0,0,"0","left"
"5465",0.11,0.94,6,264,4,0,0,"0","left"
"5466",0.46,0.57,2,154,3,0,0,"0","left"
"5469",0.43,0.57,2,127,3,0,0,"0","left"
"5470",0.11,0.82,6,270,4,0,0,"0","left"
"5471",0.73,0.89,5,236,6,0,0,"0","left"
"5472",0.43,0.47,2,158,3,0,0,"0","left"
"5473",0.86,1,5,229,5,0,0,"0","left"
"5474",0.1,0.83,6,269,4,0,0,"0","left"
"5475",0.4,0.49,2,128,3,0,0,"0","left"
"5476",0.11,0.87,7,278,4,0,0,"0","left"
"5477",0.86,0.98,3,158,5,0,0,"0","left"
"5478",0.42,1,3,202,3,0,0,"1","left"
"5479",0.79,0.84,4,240,5,0,0,"1","left"
"5480",0.1,0.96,7,255,4,0,0,"1","left"
"5481",0.09,0.92,7,254,4,0,0,"1","left"
"5482",0.09,0.82,6,257,4,0,0,"1","left"
"5483",0.87,1,4,228,5,0,0,"1","left"
"5484",0.36,0.49,2,145,3,0,0,"1","left"
"5486",0.84,0.86,5,268,5,0,0,"1","left"
"5487",0.1,0.83,6,278,4,0,0,"1","left"
"5490",0.1,0.81,7,291,4,0,0,"2","left"
"5491",0.11,0.8,6,306,4,0,0,"0","left"
"5492",0.43,0.48,2,135,3,0,0,"1","left"
"5493",0.38,0.45,2,156,3,0,0,"1","left"
"5495",0.89,0.82,4,243,5,0,0,"1","left"
"5496",0.45,0.5,2,147,3,0,0,"0","left"
"5497",0.44,0.53,2,159,3,0,0,"0","left"
"5498",0.74,0.54,5,216,3,0,0,"0","left"
"5500",0.79,0.93,4,226,5,0,0,"0","left"
"5501",0.79,0.91,5,271,5,0,0,"0","left"
"5502",0.11,0.87,6,255,4,0,0,"0","left"
"5503",0.42,0.48,2,140,3,0,0,"0","left"
"5504",0.64,0.9,6,252,2,0,0,"0","left"
"5505",0.4,0.55,2,159,3,0,0,"0","left"
"5507",0.73,0.92,5,232,5,0,0,"0","left"
"5509",0.36,0.45,2,127,3,0,0,"0","left"
"5511",0.11,0.78,6,243,4,0,0,"0","left"
"5512",0.91,1,5,244,6,0,0,"0","left"
"5513",0.8,1,5,260,5,0,0,"0","left"
"5514",0.42,0.49,2,139,3,0,0,"0","left"
"5515",0.31,0.87,4,184,3,0,0,"0","left"
"5516",0.44,0.47,2,130,3,0,0,"0","left"
"5517",0.38,0.54,2,135,3,0,0,"1","left"
"5519",0.43,0.46,2,149,3,0,0,"1","left"
"5520",0.45,0.46,2,153,3,1,0,"1","left"
"5521",0.43,0.57,2,160,3,0,0,"1","left"
"5522",0.43,0.49,2,160,3,0,0,"1","left"
"5523",0.09,0.83,6,282,4,0,0,"1","left"
"5524",0.43,0.47,2,128,3,0,0,"1","left"
"5525",0.79,0.94,4,232,5,0,0,"1","left"
"5526",0.85,0.58,3,226,2,0,0,"1","left"
"5527",0.38,0.45,2,129,3,0,0,"1","left"
"5528",0.11,0.92,7,255,4,0,0,"1","left"
"5530",0.81,0.91,4,229,5,0,0,"0","left"
"5531",0.42,0.56,2,143,3,0,0,"1","left"
"5532",0.11,0.87,6,257,4,0,0,"1","left"
"5535",0.5,0.54,5,153,4,0,0,"0","left"
"5537",0.11,0.9,6,301,4,0,0,"0","left"
"5538",0.39,0.52,2,134,3,0,0,"0","left"
"5539",0.11,0.78,6,245,4,0,0,"0","left"
"5540",0.36,0.5,2,132,3,0,0,"0","left"
"5541",0.43,0.51,2,130,3,0,0,"0","left"
"5542",0.4,0.5,2,127,3,0,0,"0","left"
"5543",0.86,0.84,4,246,6,0,0,"0","left"
"5544",0.38,0.49,2,145,3,0,0,"0","left"
"5545",0.46,0.45,2,138,3,0,1,"0","left"
"5546",0.37,0.57,2,129,3,0,0,"0","left"
"5549",0.37,0.48,2,160,3,0,0,"0","left"
"5550",0.77,0.92,5,235,5,0,0,"0","left"
"5551",0.38,0.55,2,151,3,0,0,"0","left"
"5552",0.39,0.54,2,127,3,0,0,"0","left"
"5553",0.41,0.55,2,151,3,0,0,"0","left"
"5554",0.1,0.9,7,290,4,0,0,"0","left"
"5555",0.09,0.93,6,249,4,0,0,"0","left"
"5556",0.41,0.47,2,131,3,0,0,"1","left"
"5557",0.39,0.46,2,159,3,0,0,"1","left"
"5558",0.83,0.99,4,223,5,0,0,"1","left"
"5559",0.09,0.87,3,214,2,0,0,"1","left"
"5561",0.44,0.54,2,127,3,0,0,"1","left"
"5562",0.1,0.84,6,293,5,0,0,"1","left"
"5563",0.42,0.46,2,141,3,0,0,"1","left"
"5564",0.1,0.83,6,300,4,0,0,"1","left"
"5565",0.1,0.86,6,309,4,0,0,"1","left"
"5566",0.31,0.77,4,149,3,0,0,"1","left"
"5569",0.39,0.57,2,158,3,0,0,"0","left"
"5570",0.1,0.97,6,254,5,0,0,"1","left"
"5571",0.11,0.93,6,294,4,0,0,"1","left"
"5572",0.1,0.92,7,269,4,0,0,"1","left"
"5573",0.11,0.9,7,247,4,0,0,"1","left"
"5574",0.44,0.65,3,271,4,0,0,"0","left"
"5575",0.91,0.96,4,232,5,0,0,"0","left"
"5576",0.72,1,4,245,5,0,0,"0","left"
"5577",0.66,0.66,3,225,3,0,0,"0","Working"
"5578",0.2,0.69,6,236,4,0,0,"0","Working"
"5579",0.97,0.78,3,268,3,1,0,"0","Working"
"5581",0.88,0.6,4,162,2,0,0,"0","Working"
"5583",0.61,0.96,3,247,3,0,0,"0","Working"
"5584",0.52,0.79,4,234,3,0,0,"0","Working"
"5585",0.82,0.49,4,276,4,0,0,"0","Working"
"5586",0.75,0.94,5,217,2,0,0,"1","Working"
"5587",0.62,0.5,4,156,2,0,0,"1","Working"
"5588",0.91,0.88,3,189,2,0,0,"1","Working"
"5589",0.61,0.98,2,238,4,0,0,"1","Working"
"5590",0.79,0.77,3,201,6,1,0,"1","Working"
"5592",0.75,0.83,3,146,3,0,0,"1","Working"
"5593",0.81,0.64,4,213,3,0,0,"1","Working"
"5596",0.98,0.79,5,257,4,0,0,"1","Working"
"5597",0.59,0.72,4,168,4,0,0,"1","Working"
"5598",0.61,0.67,4,151,3,0,0,"2","Working"
"5599",0.78,0.7,4,139,3,0,0,"0","Working"
"5600",0.55,0.93,5,196,3,0,0,"1","Working"
"5602",0.79,0.44,2,236,3,0,0,"1","Working"
"5603",0.52,0.98,4,265,3,0,0,"1","Working"
"5604",0.97,0.52,4,207,3,0,0,"0","Working"
"5607",0.59,0.74,3,240,3,0,0,"0","Working"
"5608",0.64,0.6,3,135,3,0,0,"0","Working"
"5609",0.8,0.67,3,236,3,1,0,"0","Working"
"5611",0.87,0.61,3,162,2,0,0,"0","Working"
"5612",0.75,0.59,3,117,3,1,0,"1","Working"
"5614",0.75,0.92,3,211,3,0,0,"1","Working"
"5615",0.19,0.58,4,173,5,0,0,"1","Working"
"5616",0.52,0.97,4,170,3,0,0,"1","Working"
"5617",0.6,0.6,3,242,3,0,0,"1","Working"
"5618",0.9,0.81,4,175,3,0,0,"1","Working"
"5619",0.89,0.92,3,195,2,0,0,"1","Working"
"5621",0.99,0.55,3,170,3,0,0,"1","Working"
"5622",0.66,0.56,4,185,3,0,0,"1","Working"
"5623",0.92,0.64,4,259,2,0,0,"1","Working"
"5624",0.19,0.72,4,102,3,0,0,"1","Working"
"5625",0.39,0.37,5,156,4,0,0,"1","Working"
"5626",0.41,0.68,3,191,4,0,0,"1","Working"
"5627",0.6,0.49,3,239,2,0,0,"1","Working"
"5628",0.95,0.54,4,235,4,0,0,"1","Working"
"5629",0.51,0.87,2,130,4,0,0,"1","Working"
"5630",0.54,0.74,2,166,3,0,0,"1","Working"
"5631",0.16,0.54,5,206,5,0,0,"1","Working"
"5632",0.98,0.77,3,191,2,0,0,"1","Working"
"5634",0.38,0.5,3,196,3,0,0,"1","Working"
"5635",0.95,0.71,4,151,4,0,0,"1","Working"
"5636",0.6,0.62,5,165,2,0,0,"1","Working"
"5637",0.78,0.91,3,177,2,0,0,"2","Working"
"5638",0.19,0.63,6,241,6,0,0,"2","Working"
"5639",0.56,0.99,4,230,3,0,0,"2","Working"
"5640",0.21,0.71,4,270,2,0,0,"2","Working"
"5641",0.83,0.71,3,234,4,0,0,"2","Working"
"5642",0.5,0.64,3,257,2,1,0,"2","Working"
"5643",0.74,0.87,5,264,3,0,0,"2","Working"
"5644",0.75,0.83,4,133,4,0,0,"2","Working"
"5645",0.85,0.66,4,155,4,0,0,"2","Working"
"5646",0.93,0.59,3,202,2,0,0,"2","Working"
"5647",0.76,0.7,3,136,2,0,0,"2","Working"
"5648",0.91,0.78,3,269,3,1,0,"2","Working"
"5650",0.78,0.52,5,192,3,1,0,"0","Working"
"5651",0.53,0.8,4,241,3,1,0,"0","Working"
"5652",0.58,0.69,4,165,3,0,0,"0","Working"
"5654",0.62,0.64,4,163,3,0,0,"0","Working"
"5656",0.13,0.76,5,219,4,0,0,"0","Working"
"5657",0.19,0.63,4,278,6,0,0,"0","Working"
"5658",0.94,0.99,2,273,4,0,0,"0","Working"
"5659",0.53,0.96,4,272,2,0,0,"0","Working"
"5661",0.62,0.87,4,221,3,1,0,"0","Working"
"5662",0.81,0.86,4,213,3,0,0,"0","Working"
"5663",0.63,0.78,4,275,3,0,0,"0","Working"
"5664",0.92,0.68,5,177,4,0,0,"1","Working"
"5667",0.8,0.66,4,223,3,0,0,"1","Working"
"5668",0.54,0.76,4,244,2,0,0,"1","Working"
"5669",0.37,0.72,3,169,2,1,0,"1","Working"
"5671",0.88,0.99,5,253,2,0,0,"1","Working"
"5672",0.79,0.87,3,194,2,0,0,"1","Working"
"5673",0.65,0.88,4,173,3,0,0,"1","Working"
"5674",0.72,0.7,4,172,3,0,0,"1","Working"
"5675",0.58,0.49,3,167,3,0,0,"1","Working"
"5676",0.37,0.51,2,153,3,0,0,"2","Working"
"5677",0.87,0.97,4,243,3,0,0,"2","Working"
"5678",0.63,0.72,6,163,4,0,0,"2","Working"
"5679",0.72,0.79,3,221,3,0,0,"2","Working"
"5680",0.36,0.55,3,191,3,0,0,"2","Working"
"5681",0.96,0.7,4,272,3,0,0,"2","Working"
"5682",0.52,0.37,2,118,2,0,0,"2","Working"
"5683",0.16,0.83,5,173,4,0,0,"2","Working"
"5684",0.63,0.55,4,200,3,1,0,"0","Working"
"5685",0.92,0.76,5,132,3,1,0,"0","Working"
"5686",0.82,0.49,4,180,2,0,0,"0","Working"
"5687",0.18,0.54,4,145,5,0,0,"0","Working"
"5688",0.73,0.48,4,139,2,0,0,"0","Working"
"5689",0.44,0.61,5,230,6,0,0,"0","Working"
"5691",0.62,0.95,4,140,2,0,0,"0","Working"
"5692",0.94,0.8,4,266,3,1,0,"1","Working"
"5693",0.76,0.74,4,261,3,0,0,"1","Working"
"5694",0.89,0.49,4,275,3,0,0,"1","Working"
"5695",0.9,0.88,5,254,2,0,0,"1","Working"
"5696",1,0.93,5,231,2,0,0,"1","Working"
"5697",0.71,0.9,3,138,3,0,0,"1","Working"
"5698",0.73,0.97,4,163,3,0,0,"1","Working"
"5699",0.97,0.9,5,262,3,0,0,"1","Working"
"5700",0.6,0.59,4,201,3,0,0,"1","Working"
"5701",0.82,0.67,3,229,3,0,0,"1","Working"
"5703",0.88,0.65,5,228,3,0,0,"1","Working"
"5704",0.79,0.49,3,273,3,0,0,"1","Working"
"5705",0.52,0.96,4,171,2,0,0,"1","Working"
"5706",0.22,0.61,3,148,5,0,0,"1","Working"
"5708",0.84,0.64,2,211,3,0,0,"1","Working"
"5709",0.54,0.41,3,175,3,0,0,"1","Working"
"5711",0.93,0.59,3,273,2,1,0,"1","Working"
"5712",0.96,0.55,3,225,4,1,0,"1","Working"
"5713",0.56,0.41,5,152,3,0,0,"1","Working"
"5714",0.49,0.66,5,194,3,0,0,"1","Working"
"5715",0.89,0.51,4,185,3,1,0,"2","Working"
"5716",0.57,0.91,3,193,2,0,0,"0","Working"
"5717",0.96,0.64,3,166,2,0,0,"1","Working"
"5718",0.65,0.89,5,223,3,1,0,"1","Working"
"5720",0.64,0.49,3,241,3,0,0,"1","Working"
"5721",0.98,0.91,3,165,2,1,0,"1","Working"
"5722",0.71,0.59,4,143,2,0,0,"1","Working"
"5723",0.96,0.49,5,137,3,0,0,"1","Working"
"5724",0.9,0.57,4,185,3,1,0,"1","Working"
"5725",0.52,0.96,3,271,3,1,0,"1","Working"
"5726",0.78,0.98,4,207,2,1,0,"1","Working"
"5727",0.62,0.69,4,184,3,0,0,"0","Working"
"5728",0.6,0.8,4,253,2,0,0,"0","Working"
"5730",0.52,0.55,3,225,2,0,0,"0","Working"
"5731",0.13,0.84,5,189,5,0,0,"0","Working"
"5732",0.97,0.93,3,153,2,0,0,"0","Working"
"5733",0.63,0.9,4,245,3,0,0,"0","Working"
"5735",0.74,0.83,4,210,3,0,0,"0","Working"
"5736",0.89,0.57,4,176,4,0,0,"2","Working"
"5737",0.28,0.95,5,191,3,0,0,"2","Working"
"5738",0.61,0.9,3,224,3,0,0,"0","Working"
"5739",0.67,0.49,3,185,3,0,0,"0","Working"
"5740",0.86,0.64,3,245,4,0,0,"2","Working"
"5741",0.87,0.93,3,173,2,0,0,"0","Working"
"5742",0.7,0.95,4,231,3,0,0,"1","Working"
"5743",0.68,0.84,3,270,3,0,0,"2","Working"
"5744",0.69,0.75,5,196,3,0,0,"1","Working"
"5745",0.97,0.83,3,238,2,0,0,"1","Working"
"5746",0.62,0.89,4,261,2,0,0,"1","Working"
"5747",0.55,0.87,3,201,2,0,0,"1","Working"
"5748",0.61,0.73,3,252,3,0,0,"2","Working"
"5749",0.15,0.81,3,191,5,0,0,"1","Working"
"5750",0.84,0.86,3,199,3,0,0,"1","Working"
"5752",0.93,0.86,4,192,4,0,0,"2","Working"
"5753",0.14,0.73,6,237,5,0,0,"1","Working"
"5754",0.96,0.7,3,207,3,0,0,"2","Working"
"5755",0.41,0.63,2,145,2,0,0,"0","Working"
"5757",0.94,0.69,5,145,2,0,0,"1","Working"
"5758",0.6,0.86,6,247,6,0,0,"1","Working"
"5759",0.7,0.73,4,182,3,0,0,"1","Working"
"5760",0.29,0.91,4,183,4,0,0,"0","Working"
"5761",0.31,0.51,2,146,3,0,0,"0","Working"
"5762",0.73,0.99,3,241,3,0,0,"0","Working"
"5763",0.51,0.52,5,261,3,1,0,"0","Working"
"5764",0.58,0.77,4,140,3,0,0,"0","Working"
"5765",0.59,0.97,3,257,3,0,0,"0","Working"
"5766",0.95,0.9,3,186,2,0,0,"0","Working"
"5767",0.84,0.93,3,159,3,0,0,"0","Working"
"5768",0.28,0.37,3,164,4,1,0,"0","Working"
"5769",0.94,0.52,4,217,6,1,0,"0","Working"
"5770",0.49,0.59,4,137,4,0,0,"2","Working"
"5771",0.72,0.5,4,164,2,1,0,"0","Working"
"5772",0.19,0.85,5,249,3,0,0,"0","Working"
"5773",0.83,0.95,3,264,2,0,0,"0","Working"
"5774",0.79,0.92,4,208,2,1,0,"0","Working"
"5775",0.72,0.61,3,175,3,0,0,"2","Working"
"5777",0.92,0.83,4,268,4,0,0,"0","Working"
"5779",0.76,0.64,4,234,2,0,0,"2","Working"
"5780",0.24,0.62,5,199,4,0,0,"0","Working"
"5782",0.69,0.63,5,140,4,0,1,"2","Working"
"5783",0.92,0.98,3,257,3,0,1,"1","Working"
"5784",0.79,0.61,4,227,2,0,1,"2","Working"
"5786",0.89,0.88,5,241,2,1,0,"1","Working"
"5788",0.78,0.6,4,206,3,0,0,"1","Working"
"5790",0.94,0.86,3,221,3,1,0,"1","Working"
"5791",0.94,0.88,4,262,2,0,0,"1","Working"
"5792",0.67,0.6,5,253,6,0,0,"1","Working"
"5793",0.6,0.73,5,241,3,0,0,"2","Working"
"5794",0.62,0.94,4,252,4,0,0,"0","Working"
"5795",0.38,0.52,2,171,3,0,0,"1","Working"
"5796",0.8,0.77,4,194,3,0,0,"1","Working"
"5798",0.61,0.56,4,176,3,0,0,"1","Working"
"5799",0.66,0.8,4,192,3,0,0,"1","Working"
"5801",1,0.55,4,186,4,1,0,"1","Working"
"5802",0.73,0.86,3,200,4,0,0,"1","Working"
